direction,datetime,price,signal,new_balance
buy,2023-09-13 12:12:00-04:00,175.82000732421875,-0.10318314845860962,3993.1968841552734
buy,2023-09-13 12:13:00-04:00,175.80999755859375,-0.10489698319994673,3817.3868865966797
buy,2023-09-13 12:14:00-04:00,175.72500610351562,-0.14184136909606257,3641.661880493164
buy,2023-09-13 12:15:00-04:00,175.74000549316406,-0.11913415157273637,3465.921875
buy,2023-09-13 12:31:00-04:00,175.55999755859375,-0.12216251842537655,3290.3618774414062
buy,2023-09-13 12:45:00-04:00,175.27999877929688,-0.10908376929637811,3115.0818786621094
sell,2023-09-13 12:55:00-04:00,175.658203125,0.10584129788049138,3290.7400817871094
buy,2023-09-13 13:04:00-04:00,175.39999389648438,-0.1074597364032492,3115.340087890625
buy,2023-09-13 14:15:00-04:00,174.83999633789062,-0.12769846552654587,2940.5000915527344
buy,2023-09-13 14:16:00-04:00,174.84500122070312,-0.11086044624946671,2765.6550903320312
buy,2023-09-13 14:17:00-04:00,174.8000030517578,-0.11878736877891037,2590.8550872802734
buy,2023-09-13 14:18:00-04:00,174.77499389648438,-0.11509905942858707,2416.080093383789
buy,2023-09-13 14:31:00-04:00,174.61300659179688,-0.10789121993756509,2241.467086791992
sell,2023-09-13 14:40:00-04:00,175.0399932861328,0.11143894103561341,2416.507080078125
buy,2023-09-13 14:49:00-04:00,174.8300018310547,-0.1115195925865507,2241.6770782470703
buy,2023-09-13 14:50:00-04:00,174.75100708007812,-0.14016497576953532,2066.926071166992
buy,2023-09-13 14:51:00-04:00,174.6750030517578,-0.16437142272774802,1892.2510681152344
buy,2023-09-13 14:52:00-04:00,174.67999267578125,-0.13868875400372954,1717.5710754394531
buy,2023-09-13 14:53:00-04:00,174.625,-0.1484351186715325,1542.9460754394531
buy,2023-09-13 14:54:00-04:00,174.47500610351562,-0.20624234439420153,1368.4710693359375
buy,2023-09-13 14:55:00-04:00,174.46499633789062,-0.1791438669931749,1194.0060729980469
sell,2023-09-13 15:30:00-04:00,175.14999389648438,0.12431987694054909,1369.1560668945312
buy,2023-09-13 15:54:00-04:00,174.39999389648438,-0.21214923066731958,1194.7560729980469
buy,2023-09-13 15:55:00-04:00,174.14999389648438,-0.31412626636504654,1020.6060791015625
buy,2023-09-13 15:56:00-04:00,174.3699951171875,-0.15790455308396273,846.236083984375
buy,2023-09-13 15:57:00-04:00,174.4250030517578,-0.10280103950051224,671.8110809326172
buy,2023-09-13 15:58:00-04:00,174.1649932861328,-0.21313801887276682,497.6460876464844
buy,2023-09-13 15:59:00-04:00,174.16000366210938,-0.17939416887966791,323.486083984375
