direction,status,open_time,close_time,open_price,close_price,revenue,enter_reason,exit_reason
buy,closed,2023-09-13 11:13:00-04:00,2023-09-13 12:03:00-04:00,174.82989501953125,175.8800048828125,-1.05010986328125,-0.10459953735986324,take_profit
sell,closed,2023-09-13 11:22:00-04:00,2023-09-13 11:30:00-04:00,175.13999938964844,175.44500732421875,0.3050079345703125,0.1183576366712763,stop_loss
sell,closed,2023-09-13 11:23:00-04:00,2023-09-13 11:30:00-04:00,175.13999938964844,175.44500732421875,0.3050079345703125,0.10061275958724912,stop_loss
sell,closed,2023-09-13 11:30:00-04:00,2023-09-13 12:01:00-04:00,175.44500732421875,175.76019287109375,0.315185546875,0.1537580149933413,stop_loss
buy,closed,2023-09-13 11:37:00-04:00,2023-09-13 12:07:00-04:00,175.07000732421875,176.08889770507812,-1.018890380859375,-0.10173292686599354,take_profit
buy,closed,2023-09-13 11:38:00-04:00,2023-09-13 12:07:00-04:00,175.04949951171875,176.08889770507812,-1.039398193359375,-0.1002955398462402,take_profit
sell,closed,2023-09-13 11:45:00-04:00,2023-09-13 11:48:00-04:00,175.29629516601562,175.702392578125,0.406097412109375,0.1208582589639019,stop_loss
sell,closed,2023-09-13 11:46:00-04:00,2023-09-13 12:01:00-04:00,175.4600067138672,175.76019287109375,0.3001861572265625,0.19776580520734022,stop_loss
sell,closed,2023-09-13 11:47:00-04:00,2023-09-13 12:03:00-04:00,175.57000732421875,175.8800048828125,0.30999755859375,0.23196337598454286,stop_loss
sell,closed,2023-09-13 11:48:00-04:00,2023-09-13 12:06:00-04:00,175.702392578125,176.03720092773438,0.334808349609375,0.2701673874424826,stop_loss
sell,closed,2023-09-13 11:49:00-04:00,2023-09-13 12:05:00-04:00,175.6748046875,175.98989868164062,0.315093994140625,0.21868920669339278,stop_loss
sell,closed,2023-09-13 11:58:00-04:00,2023-09-13 12:05:00-04:00,175.66000366210938,175.98989868164062,0.32989501953125,0.11138730991327973,stop_loss
sell,closed,2023-09-13 11:59:00-04:00,2023-09-13 12:06:00-04:00,175.7324981689453,176.03720092773438,0.3047027587890625,0.14941011024760714,stop_loss
sell,closed,2023-09-13 12:00:00-04:00,2023-09-13 12:06:00-04:00,175.702392578125,176.03720092773438,0.334808349609375,0.11796616031190124,stop_loss
sell,closed,2023-09-13 12:01:00-04:00,2023-09-13 12:07:00-04:00,175.76019287109375,176.08889770507812,0.328704833984375,0.12109846003646513,stop_loss
sell,closed,2023-09-13 12:02:00-04:00,2023-09-13 12:09:00-04:00,175.82000732421875,176.19000244140625,0.3699951171875,0.12608239199645863,stop_loss
sell,closed,2023-09-13 12:03:00-04:00,2023-09-13 12:09:00-04:00,175.8800048828125,176.19000244140625,0.30999755859375,0.13493598732809242,stop_loss
sell,closed,2023-09-13 12:04:00-04:00,2023-09-13 12:54:00-04:00,175.9250030517578,175.45359802246094,-0.471405029296875,0.13547020593473022,max_pos_time
sell,closed,2023-09-13 12:05:00-04:00,2023-09-13 12:55:00-04:00,175.98989868164062,175.658203125,-0.331695556640625,0.14049412109021345,max_pos_time
sell,closed,2023-09-13 12:06:00-04:00,2023-09-13 12:56:00-04:00,176.03720092773438,175.64999389648438,-0.38720703125,0.1322436350183298,max_pos_time
sell,closed,2023-09-13 12:07:00-04:00,2023-09-13 12:57:00-04:00,176.08889770507812,175.64349365234375,-0.445404052734375,0.13038111465484065,max_pos_time
sell,closed,2023-09-13 12:08:00-04:00,2023-09-13 12:58:00-04:00,176.11000061035156,175.63999938964844,-0.470001220703125,0.1167626764012703,max_pos_time
sell,closed,2023-09-13 12:09:00-04:00,2023-09-13 12:59:00-04:00,176.19000244140625,175.56500244140625,-0.625,0.13619883121469958,max_pos_time
buy,closed,2023-09-13 12:12:00-04:00,2023-09-13 12:40:00-04:00,175.82000732421875,175.43899536132812,0.381011962890625,-0.10318314845860962,stop_loss
buy,closed,2023-09-13 12:13:00-04:00,2023-09-13 12:40:00-04:00,175.80999755859375,175.43899536132812,0.371002197265625,-0.10489698319994673,stop_loss
buy,closed,2023-09-13 12:14:00-04:00,2023-09-13 12:44:00-04:00,175.72500610351562,175.39999389648438,0.32501220703125,-0.14184136909606257,stop_loss
buy,closed,2023-09-13 12:15:00-04:00,2023-09-13 12:40:00-04:00,175.74000549316406,175.43899536132812,0.3010101318359375,-0.11913415157273637,stop_loss
buy,closed,2023-09-13 12:31:00-04:00,2023-09-13 13:21:00-04:00,175.55999755859375,175.5155029296875,0.04449462890625,-0.12216251842537655,max_pos_time
buy,closed,2023-09-13 12:45:00-04:00,2023-09-13 13:35:00-04:00,175.27999877929688,175.3300018310547,-0.0500030517578125,-0.10908376929637811,max_pos_time
sell,closed,2023-09-13 12:55:00-04:00,2023-09-13 13:45:00-04:00,175.658203125,175.4600067138672,-0.1981964111328125,0.10584129788049138,max_pos_time
buy,closed,2023-09-13 13:04:00-04:00,2023-09-13 13:54:00-04:00,175.39999389648438,175.27459716796875,0.125396728515625,-0.1074597364032492,max_pos_time
buy,closed,2023-09-13 14:15:00-04:00,2023-09-13 14:54:00-04:00,174.83999633789062,174.47500610351562,0.364990234375,-0.12769846552654587,stop_loss
buy,closed,2023-09-13 14:16:00-04:00,2023-09-13 14:54:00-04:00,174.84500122070312,174.47500610351562,0.3699951171875,-0.11086044624946671,stop_loss
buy,closed,2023-09-13 14:17:00-04:00,2023-09-13 14:54:00-04:00,174.8000030517578,174.47500610351562,0.3249969482421875,-0.11878736877891037,stop_loss
buy,closed,2023-09-13 14:18:00-04:00,2023-09-13 14:55:00-04:00,174.77499389648438,174.46499633789062,0.30999755859375,-0.11509905942858707,stop_loss
buy,closed,2023-09-13 14:31:00-04:00,2023-09-13 15:21:00-04:00,174.61300659179688,174.77529907226562,-0.16229248046875,-0.10789121993756509,max_pos_time
sell,closed,2023-09-13 14:40:00-04:00,2023-09-13 15:30:00-04:00,175.0399932861328,175.14999389648438,0.1100006103515625,0.11143894103561341,max_pos_time
buy,closed,2023-09-13 14:49:00-04:00,2023-09-13 14:54:00-04:00,174.8300018310547,174.47500610351562,0.3549957275390625,-0.1115195925865507,stop_loss
buy,closed,2023-09-13 14:50:00-04:00,2023-09-13 15:40:00-04:00,174.75100708007812,174.89500427246094,-0.1439971923828125,-0.14016497576953532,max_pos_time
buy,closed,2023-09-13 14:51:00-04:00,2023-09-13 15:41:00-04:00,174.6750030517578,174.83999633789062,-0.1649932861328125,-0.16437142272774802,max_pos_time
buy,closed,2023-09-13 14:52:00-04:00,2023-09-13 15:42:00-04:00,174.67999267578125,174.89739990234375,-0.2174072265625,-0.13868875400372954,max_pos_time
buy,closed,2023-09-13 14:53:00-04:00,2023-09-13 15:43:00-04:00,174.625,174.86500549316406,-0.2400054931640625,-0.1484351186715325,max_pos_time
buy,closed,2023-09-13 14:54:00-04:00,2023-09-13 15:44:00-04:00,174.47500610351562,174.88499450683594,-0.4099884033203125,-0.20624234439420153,max_pos_time
buy,closed,2023-09-13 14:55:00-04:00,2023-09-13 15:45:00-04:00,174.46499633789062,174.8699951171875,-0.404998779296875,-0.1791438669931749,max_pos_time
sell,closed,2023-09-13 15:30:00-04:00,2023-09-13 15:59:00-04:00,175.14999389648438,174.16000366210938,-0.989990234375,0.12431987694054909,end_of_file
buy,closed,2023-09-13 15:54:00-04:00,2023-09-13 15:59:00-04:00,174.39999389648438,174.16000366210938,0.239990234375,-0.21214923066731958,end_of_file
buy,closed,2023-09-13 15:55:00-04:00,2023-09-13 15:59:00-04:00,174.14999389648438,174.16000366210938,-0.010009765625,-0.31412626636504654,end_of_file
buy,closed,2023-09-13 15:56:00-04:00,2023-09-13 15:59:00-04:00,174.3699951171875,174.16000366210938,0.209991455078125,-0.15790455308396273,end_of_file
buy,closed,2023-09-13 15:57:00-04:00,2023-09-13 15:59:00-04:00,174.4250030517578,174.16000366210938,0.2649993896484375,-0.10280103950051224,end_of_file
buy,closed,2023-09-13 15:58:00-04:00,2023-09-13 15:59:00-04:00,174.1649932861328,174.16000366210938,0.0049896240234375,-0.21313801887276682,end_of_file
